	brand	km_driven	fuel	owner	selling_price
3582	Maruti	40000	Diesel	First Owner	754000
3583	Toyota	89580	Diesel	Second Owner	650000
3584	Toyota	250000	Diesel	Second Owner	550000
3585	Toyota	250000	Diesel	Second Owner	550000
3586	Ford	2789	Petrol	First Owner	675000
3587	Ford	35278	Diesel	First Owner	700000
3588	Ford	2860	Diesel	First Owner	795000
3589	Toyota	200000	Diesel	First Owner	515000
3590	Mahindra	20000	Petrol	First Owner	450000
3591	Hyundai	60000	Petrol	Third Owner	155000
3592	Toyota	100000	Diesel	Second Owner	350000
3593	Ford	78562	Diesel	First Owner	250000
3594	Hyundai	96000	Diesel	Fourth & Above Owner	450000
3595	Hyundai	96000	Diesel	Fourth & Above Owner	450000
3596	Maruti	36088	Petrol	First Owner	55599
3597	Hyundai	50000	Diesel	First Owner	420000
3598	Toyota	100000	Diesel	First Owner	315000
3599	Maruti	40000	Diesel	First Owner	750000
3600	Datsun	10000	Petrol	First Owner	450000
3601	Maruti	60000	Diesel	Second Owner	175000
3602	Hyundai	10000	Petrol	First Owner	650000
3603	Maruti	10000	Diesel	First Owner	1050000
3604	Hyundai	35000	Diesel	Second Owner	375000
3605	Hyundai	80000	Diesel	First Owner	1100000
3606	Mahindra	28000	Diesel	First Owner	1550000
3607	Ford	35000	Diesel	First Owner	620000
3608	Jeep	32000	Diesel	First Owner	1511000
3609	Maruti	40000	Petrol	First Owner	135000
3610	Hyundai	35000	Diesel	Second Owner	375000
3611	Renault	10000	Petrol	First Owner	320000
3612	Mahindra	25000	Diesel	Second Owner	1650000
3613	Maruti	50000	Petrol	First Owner	320000
3614	Maruti	129000	Diesel	First Owner	400000
3615	Mahindra	100000	Diesel	Second Owner	900000
3616	Maruti	30000	Petrol	First Owner	310000
3617	Tata	28000	Petrol	Second Owner	595000
3618	Maruti	60000	Diesel	First Owner	800000
3619	Mahindra	70000	Petrol	First Owner	350000
3620	Tata	110000	Diesel	First Owner	275000
3621	Maruti	10000	Petrol	First Owner	420000
3622	Hyundai	110000	Diesel	Second Owner	250000
3623	Maruti	100000	Diesel	Second Owner	250000
3624	Mahindra	120000	Diesel	Second Owner	290000
3625	Hyundai	60000	Petrol	First Owner	525000
3626	Mahindra	110000	Diesel	Third Owner	250000
3627	Hyundai	64000	Petrol	First Owner	90000
3628	Maruti	10000	Petrol	First Owner	430000
3629	Maruti	35000	Petrol	First Owner	630000
3630	Tata	23000	Petrol	First Owner	550000
3631	Maruti	15000	Diesel	Second Owner	630000
3632	Mahindra	20000	Diesel	First Owner	850000
3633	Mahindra	90000	Diesel	First Owner	455000
3634	Mahindra	90000	Diesel	First Owner	445000
3635	Hyundai	80000	Diesel	First Owner	370000
3636	Hyundai	50000	Petrol	First Owner	500000
3637	Tata	50000	Diesel	Second Owner	95000
3638	Tata	185000	Diesel	Second Owner	140000
3639	Maruti	40000	Petrol	First Owner	550000
3640	Renault	30000	Petrol	First Owner	300000
3641	Tata	120000	Diesel	First Owner	150000
3642	Maruti	500000	Petrol	Second Owner	229999
3643	Mahindra	46000	Diesel	First Owner	880000
3644	Toyota	120000	Diesel	First Owner	900000
3645	Mahindra	80000	Diesel	First Owner	720000
3646	Hyundai	90000	Diesel	Second Owner	550000
3647	Mahindra	90000	Diesel	First Owner	720000
3648	Hyundai	80000	Petrol	Second Owner	70000
3649	Maruti	70000	Diesel	First Owner	535000
3650	Hyundai	91000	Diesel	Third Owner	320000
3651	Hyundai	90000	Diesel	First Owner	500000
3652	Maruti	110000	Diesel	Second Owner	525000
3653	Renault	90000	Petrol	First Owner	220000
3654	Tata	50000	Petrol	First Owner	350000
3655	Mahindra	60000	Diesel	First Owner	530000
3656	Maruti	35000	Petrol	First Owner	215000
3657	Volkswagen	100000	Diesel	First Owner	335000
3658	Hyundai	90000	Diesel	Second Owner	320000
3659	Ford	120000	Diesel	Second Owner	135000
3660	Maruti	95000	Petrol	Second Owner	175000
3661	Mahindra	35000	Diesel	First Owner	800000
3662	Tata	38000	Petrol	Second Owner	78000
3663	Honda	56000	Petrol	Second Owner	565000
3664	Hyundai	50000	Diesel	First Owner	575000
3665	Hyundai	70000	Petrol	Second Owner	170000
3666	Maruti	30000	Petrol	First Owner	250999
3667	Mahindra	188000	Diesel	First Owner	950000
3668	Honda	60000	Petrol	First Owner	650000
3669	Tata	133000	Diesel	First Owner	550000
3670	Toyota	160000	Diesel	First Owner	650000
3671	Mahindra	150000	Diesel	Second Owner	800000
3672	Maruti	30000	Petrol	First Owner	250999
3673	Maruti	60000	Petrol	Second Owner	170000
3674	Tata	30000	Diesel	First Owner	250000
3675	Chevrolet	80000	Petrol	First Owner	312000
3676	Maruti	20000	Petrol	First Owner	250000
3677	Hyundai	80000	Petrol	First Owner	200000
3678	Mahindra	73000	Diesel	First Owner	670000
3679	Hyundai	50000	Petrol	First Owner	270000
3680	Mahindra	200000	Diesel	First Owner	360000
3681	Maruti	46000	Diesel	First Owner	630000
3682	Maruti	36088	Petrol	First Owner	55599
3683	Mahindra	50000	Diesel	First Owner	400000
3684	Hyundai	50000	Diesel	First Owner	420000
3685	Maruti	25000	Petrol	First Owner	764000
3686	Mahindra	30000	Diesel	First Owner	710000
3687	Tata	30000	Diesel	First Owner	1575000
3688	Force	13000	Diesel	First Owner	1050000
3689	Maruti	15000	Petrol	First Owner	1000000
3690	Maruti	44000	Diesel	First Owner	650000
3691	Ford	63000	Diesel	First Owner	600000
3692	Mahindra	110000	Diesel	First Owner	509999
3693	Hyundai	14000	Petrol	First Owner	610000
3694	Maruti	35000	Petrol	First Owner	310000
3695	Mahindra	35000	Diesel	First Owner	720000
3696	Tata	110000	Diesel	Second Owner	158000
3697	Tata	85700	Diesel	Second Owner	175000
3698	Maruti	120000	Diesel	First Owner	217000
3699	Honda	50000	Diesel	First Owner	484999
3700	Toyota	100000	Diesel	First Owner	315000
3701	Hyundai	35000	Diesel	First Owner	550000
3702	Maruti	70000	Petrol	Second Owner	280000
3703	Ford	90000	Petrol	First Owner	350000
3704	Mahindra	42000	Diesel	Second Owner	1150000
3705	Hyundai	30000	Petrol	Second Owner	420000
3706	Maruti	80000	Petrol	First Owner	810000
3707	Hyundai	90000	Petrol	Third Owner	290000
3708	Chevrolet	60000	Petrol	First Owner	180000
3709	Maruti	162000	Petrol	First Owner	160000
3710	Tata	70000	Petrol	Third Owner	66000
3711	Maruti	20000	Petrol	Second Owner	369000
3712	Tata	80000	Diesel	Second Owner	300000
3713	Mahindra	90000	Diesel	First Owner	350000
3714	Hyundai	120000	Petrol	Second Owner	220000
3715	Chevrolet	220000	Diesel	First Owner	160000
3716	Maruti	100000	Diesel	Second Owner	221000
3717	Tata	35000	Petrol	First Owner	400000
3718	Toyota	120000	Petrol	Second Owner	250000
3719	Mahindra	120000	Diesel	Fourth & Above Owner	390000
3720	Maruti	110000	Petrol	First Owner	190000
3721	Renault	60000	Petrol	First Owner	300000
3722	Hyundai	27000	Diesel	First Owner	750000
3723	Maruti	50000	Diesel	First Owner	650000
3724	Honda	40000	Petrol	First Owner	635000
3725	Hyundai	88000	Diesel	Second Owner	520000
3726	Mahindra	50000	Diesel	First Owner	1500000
3727	Hyundai	80000	Diesel	Second Owner	415000
3728	Hyundai	60000	Diesel	First Owner	700000
3729	Maruti	26000	Petrol	Second Owner	484999
3730	Ford	80000	Petrol	Second Owner	120000
3731	Hyundai	60000	Petrol	Second Owner	220000
3732	Hyundai	80000	Petrol	Second Owner	320000
3733	Maruti	90000	Diesel	Second Owner	375000
3734	Hyundai	80000	Diesel	Second Owner	440000
3735	Hyundai	15000	Petrol	First Owner	550000
3736	Maruti	35000	Diesel	Second Owner	640000
3737	Toyota	120000	Diesel	First Owner	420000
3738	Hyundai	63000	Diesel	Third Owner	330000
3739	Volkswagen	25000	Diesel	First Owner	800000
3740	Maruti	64500	Petrol	First Owner	240000
3741	Mahindra	100000	Diesel	Second Owner	360000
3742	Hyundai	40000	Diesel	First Owner	750000
3743	Hyundai	15000	Petrol	Second Owner	570000
3744	Toyota	25000	Diesel	First Owner	450000
3745	Maruti	82000	Petrol	Third Owner	270000
3746	Maruti	87000	Diesel	First Owner	459999
3747	Maruti	80000	Petrol	Second Owner	240000
3748	Renault	110000	Diesel	Third Owner	320000
3749	Tata	148000	Diesel	Second Owner	149000
3750	Mahindra	40000	Diesel	First Owner	1500000
3751	Hyundai	70000	Petrol	First Owner	180000
3752	Hyundai	70000	LPG	Second Owner	185000
3753	Maruti	40000	Petrol	Second Owner	65000
3754	Tata	120000	Diesel	First Owner	130000
3755	Ford	60000	Diesel	First Owner	330000
3756	Tata	90000	Diesel	First Owner	190000
3757	Maruti	68000	Diesel	First Owner	501000
3758	Honda	24500	Diesel	First Owner	600000
3759	Mahindra	77000	Diesel	Second Owner	570000
3760	Honda	85000	Diesel	First Owner	450000
3761	Toyota	45500	Petrol	First Owner	285000
3762	Maruti	67000	Diesel	First Owner	490000
3763	Maruti	77000	Diesel	First Owner	500000
3764	Hyundai	47000	Petrol	First Owner	275000
3765	Tata	57000	Petrol	First Owner	440000
3766	Hyundai	71500	Diesel	First Owner	825000
3767	Toyota	110000	Diesel	First Owner	411000
3768	Maruti	82000	Diesel	Second Owner	470000
3769	Maruti	70000	Diesel	Second Owner	445000
3770	Maruti	28000	Diesel	First Owner	752000
3771	Skoda	125000	Diesel	Second Owner	650000
3772	Maruti	67000	Diesel	Second Owner	450000
3773	Honda	93500	Petrol	Third Owner	350000
3774	Maruti	8500	Petrol	First Owner	511000
3775	Maruti	80000	Diesel	First Owner	700000
3776	Toyota	30000	Diesel	First Owner	1800000
3777	Ford	14200	Petrol	First Owner	550000
3778	Ford	97000	Petrol	First Owner	142000
3779	Tata	90000	Diesel	First Owner	725000
3780	Hyundai	30000	Petrol	First Owner	630000
3781	Hyundai	50000	Petrol	First Owner	480000
3782	Maruti	30000	Petrol	First Owner	330000
3783	Maruti	20000	Petrol	First Owner	500000
3784	Volkswagen	60300	Diesel	First Owner	300000
3785	Tata	35000	Diesel	First Owner	400000
3786	Tata	80000	Diesel	First Owner	320000
3787	Hyundai	44391	Petrol	Second Owner	180000
3788	Maruti	58000	Diesel	First Owner	530000
3789	Mahindra	40000	Diesel	First Owner	600000
3790	Maruti	66000	Diesel	Second Owner	780000
3791	Honda	110000	Diesel	First Owner	700000
3792	Chevrolet	56315	Diesel	First Owner	175000
3793	Mahindra	70000	Diesel	First Owner	735000
3794	Toyota	120000	Diesel	First Owner	325000
3795	Chevrolet	100000	Diesel	First Owner	225000
3796	Tata	90000	Diesel	Second Owner	350000
3797	Maruti	120000	LPG	Third Owner	110000
3798	Maruti	160000	Petrol	Fourth & Above Owner	85000
3799	Toyota	100000	Petrol	Fourth & Above Owner	150000
3800	Maruti	120000	Diesel	Third Owner	225000
3801	Tata	100000	Diesel	Second Owner	111000
3802	Maruti	70000	Petrol	Third Owner	150000
3803	Hyundai	15151	Petrol	Second Owner	300000
3804	Mahindra	60000	Diesel	First Owner	630000
3805	Hyundai	100000	Petrol	First Owner	206000
3806	Maruti	110000	Petrol	Fourth & Above Owner	70000
3807	Hyundai	7000	Petrol	First Owner	567000
3808	Maruti	35000	Petrol	First Owner	65000
3809	Maruti	60000	Diesel	Second Owner	550000
3810	Hyundai	70000	Petrol	Fourth & Above Owner	140000
3811	Renault	30000	Petrol	First Owner	300000
3812	Ford	70000	Petrol	Second Owner	500000
3813	Hyundai	128000	Petrol	First Owner	400000
3814	Maruti	160000	Diesel	Second Owner	340000
3815	Toyota	120000	Diesel	Second Owner	850000
3816	Maruti	15000	Diesel	First Owner	570000
3817	Maruti	60000	Diesel	First Owner	699000
3818	Honda	80000	Petrol	First Owner	355000
3819	Maruti	80000	Diesel	First Owner	690000
3820	Ford	114321	Diesel	Second Owner	180000
3821	Tata	120000	Diesel	First Owner	200000
3822	Mahindra	120000	Diesel	Second Owner	575000
3823	Toyota	146000	Diesel	First Owner	415000
3824	Hyundai	30000	LPG	First Owner	350000
3825	Hyundai	20000	Petrol	First Owner	350000
3826	Toyota	150000	Diesel	First Owner	632000
3827	Maruti	70000	CNG	Second Owner	325000
3828	Hyundai	90000	Petrol	Second Owner	511000
3829	Honda	100000	Petrol	Third Owner	300000
3830	Maruti	188000	Petrol	Fourth & Above Owner	70000
3831	Hyundai	100000	Petrol	Third Owner	180000
3832	Jaguar	9000	Diesel	First Owner	2711000
3833	Lexus	20000	Petrol	First Owner	5150000
3834	Jaguar	45000	Diesel	First Owner	3200000
3835	Tata	110000	Diesel	First Owner	503000
3836	Volvo	20000	Diesel	First Owner	3800000
3837	Toyota	68089	Petrol	First Owner	2000000
3838	Maruti	58343	Petrol	First Owner	225000
3839	Maruti	38817	Diesel	First Owner	740000
3840	Honda	56494	Petrol	First Owner	550000
3841	Toyota	79328	Diesel	Second Owner	750000
3842	Maruti	5621	Petrol	First Owner	650000
3843	Toyota	25538	Petrol	First Owner	625000
3844	Maruti	69779	Petrol	First Owner	600000
3845	Hyundai	56290	Diesel	First Owner	450000
3846	BMW	7500	Diesel	First Owner	5400000
3847	BMW	8500	Diesel	First Owner	5500000
3848	Honda	7032	Petrol	First Owner	779000
3849	Skoda	11000	Petrol	First Owner	645000
3850	Volvo	2000	Diesel	First Owner	2475000
3851	Hyundai	37333	Petrol	First Owner	730000
3852	Maruti	15000	Diesel	Second Owner	450000
3853	Hyundai	330000	Petrol	Second Owner	550000
3854	Maruti	60000	CNG	First Owner	420000
3855	Toyota	80000	Diesel	Second Owner	509999
3856	Toyota	110000	Diesel	First Owner	905000
3857	Maruti	134000	Diesel	Second Owner	240000
3858	Maruti	72000	Petrol	Second Owner	140000
3859	Toyota	140000	Diesel	Second Owner	300000
3860	Maruti	80000	Petrol	Second Owner	300000
3861	Maruti	120000	Diesel	Second Owner	225000
3862	Toyota	90000	Diesel	Second Owner	860000
3863	Renault	100000	Diesel	Second Owner	400000
3864	Maruti	90000	Petrol	Third Owner	190000
3865	Honda	140000	Diesel	Third Owner	350000
3866	Chevrolet	120000	Petrol	First Owner	75000
3867	Maruti	35000	Diesel	First Owner	860000
3868	Maruti	50000	Petrol	Second Owner	250000
3869	Hyundai	82000	Diesel	First Owner	700000
3870	Maruti	70000	Diesel	Third Owner	399000
3871	Maruti	90000	Petrol	First Owner	320000
3872	Toyota	60000	Diesel	First Owner	2000000
3873	Skoda	79000	Diesel	Second Owner	1100000
3874	Toyota	291000	Diesel	Second Owner	750000
3875	Toyota	250000	Diesel	Second Owner	750000
3876	Mahindra	20000	Diesel	First Owner	530000
3877	Maruti	53000	Diesel	First Owner	750000
3878	Nissan	21500	Petrol	First Owner	560000
3879	Tata	89000	Diesel	First Owner	450000
3880	Maruti	35000	Petrol	Second Owner	459999
3881	Maruti	43000	Petrol	Second Owner	235000
3882	Hyundai	80000	Petrol	Second Owner	180000
3883	Hyundai	80000	Petrol	Second Owner	140000
3884	Hyundai	110000	Diesel	First Owner	620000
3885	Hyundai	100000	Petrol	First Owner	190000
3886	Hyundai	25000	Petrol	First Owner	380000
3887	Ford	20000	Diesel	First Owner	1145000
3888	Tata	70000	Diesel	First Owner	540000
3889	Toyota	197000	Diesel	First Owner	800000
3890	Maruti	100000	Petrol	Second Owner	150000
3891	Maruti	70000	Petrol	First Owner	55000
3892	Mahindra	140000	Diesel	First Owner	919999
3893	Maruti	86000	Petrol	Second Owner	75000
3894	Maruti	50000	Petrol	First Owner	135000
3895	Tata	40300	Petrol	First Owner	340000
3896	Toyota	120000	Diesel	Second Owner	525000
3897	Maruti	25000	Petrol	Second Owner	411000
3898	Maruti	155000	Petrol	Third Owner	150000
3899	Honda	50000	Petrol	First Owner	575000
3900	Hyundai	30030	Petrol	First Owner	595000
3901	Hyundai	29029	Petrol	First Owner	525000
3902	Maruti	72072	Diesel	First Owner	335000
3903	Ford	54000	Diesel	First Owner	300000
3904	Hyundai	82082	Diesel	First Owner	415000
3905	Mahindra	48000	Diesel	Second Owner	925000
3906	Maruti	20000	Petrol	First Owner	750000
3907	Hyundai	49000	Diesel	First Owner	1150000
3908	Datsun	35000	Petrol	Third Owner	260000
3909	Maruti	67000	CNG	First Owner	260000
3910	Maruti	80600	Diesel	First Owner	347000
3911	Hyundai	58609	Petrol	Second Owner	195000
3912	Fiat	33003	Petrol	First Owner	265000
3913	Maruti	43000	CNG	Second Owner	320000
3914	Hyundai	16500	Petrol	First Owner	590000
3915	Toyota	138000	Diesel	Second Owner	650000
3916	Mahindra	165500	Diesel	Second Owner	509999
3917	Maruti	120000	Diesel	Second Owner	350000
3918	Tata	30000	Diesel	First Owner	749000
3919	Tata	70000	Diesel	Second Owner	150000
3920	Hyundai	80000	Petrol	Second Owner	33983
3921	Maruti	170000	Petrol	Third Owner	58000
3922	Mahindra	120000	Diesel	Third Owner	200000
3923	Mahindra	47990	Diesel	Second Owner	210000
3924	Tata	168000	Diesel	Second Owner	240000
3925	Honda	60000	Diesel	Second Owner	515000
3926	Maruti	120000	Petrol	Second Owner	145000
3927	Maruti	5800	Petrol	Second Owner	450000
3928	Maruti	68700	Petrol	Third Owner	179000
3929	Hyundai	108000	Petrol	Third Owner	220000
3930	Tata	40000	Petrol	First Owner	500000
3931	Ford	100000	Diesel	Second Owner	190000
3932	Chevrolet	40000	Diesel	First Owner	200000
3933	Ford	90000	Petrol	First Owner	850000
3934	Volkswagen	60000	Petrol	Second Owner	270000
3935	Hyundai	17000	Petrol	First Owner	335000
3936	Maruti	5000	Petrol	First Owner	459999
3937	Maruti	60000	Diesel	First Owner	710000
3938	Maruti	140000	Diesel	Second Owner	330000
3939	Jeep	15000	Diesel	First Owner	1515000
3940	Tata	25000	Petrol	First Owner	750000
3941	Chevrolet	50000	Petrol	Second Owner	160000
3942	Chevrolet	60000	Diesel	Second Owner	215000
3943	Tata	40000	Petrol	Second Owner	60000
3944	Maruti	72000	Petrol	First Owner	480000
3945	Tata	195000	Diesel	Second Owner	140000
3946	Hyundai	70000	Petrol	First Owner	200000
3947	Nissan	83000	Diesel	First Owner	400000
3948	Hyundai	100000	Petrol	Second Owner	180000
3949	Maruti	25000	Petrol	First Owner	550000
3950	Maruti	50000	Diesel	First Owner	550000
3951	Maruti	67000	Diesel	First Owner	550000
3952	Maruti	30000	Petrol	First Owner	270000
3953	Renault	85000	Diesel	First Owner	315000
3954	Mahindra	25000	Diesel	First Owner	875000
3955	Toyota	170000	Diesel	First Owner	400000
3956	Mahindra	110000	Diesel	First Owner	540000
3957	Maruti	60000	CNG	First Owner	350000
3958	Hyundai	80000	Diesel	Second Owner	360000
3959	Maruti	31000	Petrol	First Owner	300000
3960	Hyundai	100000	Diesel	First Owner	350000
3961	Mahindra	130000	Diesel	First Owner	650000
3962	Maruti	20000	Petrol	First Owner	350000
3963	Ford	60000	Diesel	First Owner	700000
3964	Maruti	102996	Diesel	Second Owner	415000
3965	Mahindra	5000	Diesel	First Owner	1460000
3966	Tata	35000	Diesel	First Owner	830000
3967	Datsun	5000	Petrol	Second Owner	430000
3968	Ford	60000	Diesel	First Owner	850000
3969	Maruti	70000	Petrol	First Owner	650000
3970	Hyundai	120000	Diesel	Second Owner	120000
3971	Mahindra	65100	Diesel	Second Owner	730000
3972	Maruti	20000	Petrol	First Owner	525000
3973	Hyundai	108000	Diesel	First Owner	600000
3974	Maruti	15000	Petrol	First Owner	500000
3975	Hyundai	77000	Petrol	First Owner	150000
3976	Maruti	18500	Petrol	First Owner	409999
3977	Mahindra	120000	Diesel	First Owner	625000
3978	Renault	15200	Petrol	First Owner	290000
3979	Honda	35000	Petrol	First Owner	500000
3980	Hyundai	80000	Diesel	First Owner	475000
3981	Hyundai	70000	Petrol	First Owner	190000
3982	Mahindra	80000	Diesel	Second Owner	750000
3983	Nissan	120000	Diesel	Second Owner	525000
3984	Chevrolet	82000	Diesel	Third Owner	495000
3985	Hyundai	60000	Diesel	First Owner	550000
3986	Mahindra	129000	Diesel	Third Owner	595000
3987	Fiat	67000	Diesel	First Owner	550000
3988	Toyota	120000	Diesel	First Owner	2000000
3989	Tata	120000	Diesel	Fourth & Above Owner	400000
3990	Fiat	96500	Diesel	First Owner	500000
3991	Maruti	52412	Petrol	First Owner	340000
3992	Mahindra	85472	Diesel	First Owner	480000
3993	Ford	87452	Diesel	Second Owner	480000
3994	Ford	17000	Diesel	First Owner	750000
3995	Maruti	66530	Petrol	Second Owner	100000
3996	Hyundai	40000	Petrol	First Owner	290000
3997	Fiat	96500	Diesel	First Owner	425000
3998	Honda	79000	Petrol	First Owner	285000
3999	Mahindra	50000	Diesel	First Owner	625000
4000	Fiat	60000	Diesel	Second Owner	170000
4001	Tata	35000	Petrol	First Owner	459999
4002	Fiat	120000	Diesel	First Owner	450000
4003	Maruti	10000	Petrol	First Owner	650000
4004	Hyundai	15000	Petrol	First Owner	600000
4005	Maruti	70000	CNG	Second Owner	178000
4006	Maruti	5000	Petrol	First Owner	300000
4007	Maruti	40000	Petrol	First Owner	150000
4008	Hyundai	10000	Petrol	First Owner	590000
4009	Hyundai	25000	Petrol	First Owner	310000
4010	Tata	53000	Petrol	First Owner	400000
4011	Mahindra	110000	Diesel	Second Owner	520000
4012	Ashok	200000	Diesel	Second Owner	300000
4013	Mahindra	22000	Petrol	First Owner	1000000
4014	Maruti	70000	Petrol	Fourth & Above Owner	65000
4015	Honda	75000	Diesel	Second Owner	509999
4016	Maruti	70000	Petrol	First Owner	221000
4017	Volkswagen	64000	Petrol	Third Owner	390000
4018	Maruti	60000	Petrol	First Owner	350000
4019	Maruti	40000	Petrol	First Owner	195000
4020	Audi	110000	Diesel	Second Owner	1750000
4021	Mahindra	60000	Diesel	First Owner	600000
4022	Hyundai	72000	Diesel	First Owner	615000
4023	Hyundai	70000	Diesel	Second Owner	350000
4024	Chevrolet	75000	Diesel	First Owner	140000
4025	Hyundai	32331	Diesel	Second Owner	650000
4026	Hyundai	70000	Diesel	First Owner	1100000
4027	Hyundai	80000	Diesel	Second Owner	285000
4028	Chevrolet	20000	Petrol	Second Owner	190000
4029	Nissan	110000	Petrol	First Owner	350000
4030	Hyundai	40000	Petrol	Second Owner	400000
4031	Toyota	40000	Petrol	First Owner	2100000
4032	Hyundai	90000	Petrol	Second Owner	434999
4033	Maruti	50000	Petrol	Second Owner	450000
4034	Daewoo	137000	Petrol	First Owner	45000
4035	Hyundai	60000	Petrol	First Owner	450000
4036	Maruti	30000	Diesel	First Owner	580000
4037	Hyundai	98000	Diesel	First Owner	900000
4038	Maruti	50000	Diesel	First Owner	750000
4039	Tata	120000	Diesel	Third Owner	140000
4040	Hyundai	30000	Petrol	First Owner	525000
4041	Tata	120000	Diesel	Third Owner	114999
4042	Tata	40000	Petrol	First Owner	399000
4043	Hyundai	100000	Petrol	Second Owner	150000
4044	Tata	90000	Diesel	Second Owner	275000
4045	Hyundai	80000	Diesel	Second Owner	340000
4046	Hyundai	120000	LPG	First Owner	222000
4047	Mahindra	200000	Diesel	First Owner	850000
4048	Tata	110000	Diesel	Second Owner	70000
4049	Tata	38000	Petrol	Second Owner	430000
4050	Tata	35000	Petrol	Second Owner	430000
4051	Maruti	70000	Petrol	First Owner	320000
4052	Hyundai	125000	Petrol	Fourth & Above Owner	95000
4053	Renault	120000	Diesel	Second Owner	500000
4054	Renault	110000	Diesel	Second Owner	500000
4055	Tata	140000	Diesel	First Owner	229999
4056	Mahindra	155000	Diesel	Second Owner	600000
4057	Hyundai	120000	Petrol	Second Owner	200000
4058	Renault	80000	Diesel	Second Owner	500000
4059	Mahindra	120000	Diesel	Second Owner	315000
4060	Maruti	80000	Petrol	First Owner	265000
4061	Ford	110000	Diesel	Second Owner	350000
4062	Tata	230000	Diesel	First Owner	200000
4063	Tata	172000	Diesel	Second Owner	114999
4064	Hyundai	25000	Petrol	First Owner	425000
4065	Ford	35000	Diesel	First Owner	900000
4066	Mahindra	126000	Diesel	First Owner	550000
4067	Honda	30000	Diesel	First Owner	900000
4068	Hyundai	97000	Petrol	Third Owner	165000
4069	Hyundai	120000	Diesel	First Owner	850000
4070	Hyundai	120000	Diesel	First Owner	850000
4071	Mahindra	80000	Diesel	Second Owner	550000
4072	Maruti	60000	Diesel	Second Owner	500000
4073	Maruti	15000	Petrol	First Owner	630000
4074	Hyundai	60000	Petrol	First Owner	160000
4075	Honda	60000	Diesel	First Owner	670000
4076	Maruti	90000	Diesel	First Owner	430000
4077	Hyundai	30000	Petrol	First Owner	375000
4078	Hyundai	35000	Petrol	First Owner	650000
4079	Maruti	35000	Diesel	First Owner	500000
4080	Maruti	35000	Diesel	First Owner	500000
4081	Mahindra	25000	Diesel	First Owner	1350000
4082	Volkswagen	40000	Diesel	First Owner	600000
4083	Hyundai	25000	Diesel	First Owner	1200000
4084	BMW	56000	Diesel	First Owner	3750000
4085	Maruti	41779	Petrol	First Owner	795000
4086	Honda	54000	Petrol	First Owner	625000
4087	Mercedes-Benz	31000	Diesel	First Owner	2900000
4088	Maruti	37000	Diesel	First Owner	625000
4089	Chevrolet	90000	Diesel	Second Owner	440000
4090	Toyota	13534	Petrol	First Owner	1400000
4091	Toyota	7000	Petrol	Second Owner	1450000
4092	Mercedes-Benz	23000	Diesel	First Owner	2700000
4093	Hyundai	23456	Petrol	First Owner	550000
4094	Toyota	43000	Diesel	First Owner	1925000
4095	Mahindra	39000	Diesel	First Owner	1225000
4096	Honda	15000	Petrol	First Owner	700000
4097	Maruti	40000	Diesel	First Owner	530000
4098	Kia	5000	Diesel	First Owner	1900000
4099	Maruti	70000	Diesel	First Owner	844999
4100	Skoda	99000	Diesel	First Owner	650000
4101	Maruti	15000	Petrol	First Owner	750000
4102	BMW	28156	Diesel	First Owner	6000000
4103	Honda	30000	Petrol	First Owner	610000
4104	Chevrolet	70000	Petrol	First Owner	150000
4105	Maruti	40000	Petrol	First Owner	475000
4106	Mahindra	136500	Diesel	Fourth & Above Owner	375000
4107	Mahindra	70000	Diesel	Second Owner	425000
4108	Honda	90000	Diesel	Second Owner	800000
4109	Maruti	32000	Petrol	Second Owner	40000
4110	Maruti	8000	Petrol	Second Owner	509999
4111	Toyota	170000	Diesel	First Owner	387000
4112	Maruti	25000	Petrol	First Owner	235000
4113	Tata	120000	Diesel	Fourth & Above Owner	95000
4114	Maruti	110000	Diesel	Third Owner	340000
4115	Mahindra	100000	Diesel	First Owner	1000000
4116	Ford	115000	Diesel	Second Owner	160000
4117	Mahindra	120000	Diesel	Fourth & Above Owner	365000
4118	Skoda	265000	Diesel	Second Owner	300000
4119	Maruti	90000	Diesel	Second Owner	260000
4120	Honda	40000	Petrol	First Owner	860000
4121	Hyundai	55000	Petrol	Second Owner	114999
4122	Maruti	90000	Petrol	Second Owner	100000
4123	Volkswagen	111000	Diesel	First Owner	565000
4124	Mahindra	120000	Diesel	Second Owner	450000
4125	Maruti	15000	Petrol	First Owner	625000
4126	Maruti	30000	Petrol	Second Owner	280000
4127	Maruti	50000	Petrol	First Owner	330000
4128	Hyundai	40000	Diesel	First Owner	1300000
4129	Tata	50000	Petrol	Second Owner	65000
4130	Tata	45000	Petrol	Second Owner	480000
4131	Tata	35000	Diesel	Second Owner	400000
4132	Tata	80000	Diesel	First Owner	500000
4133	Mahindra	120000	Diesel	First Owner	320000
4134	Mahindra	90000	Diesel	Second Owner	750000
4135	Mahindra	100000	Diesel	First Owner	620000
4136	Maruti	120000	Diesel	Third Owner	300000
4137	Hyundai	15000	Petrol	First Owner	1405000
4138	Maruti	15000	Petrol	First Owner	282000
4139	Maruti	15000	Petrol	First Owner	700000
4140	Ford	70000	Diesel	First Owner	700000
4141	Ford	135000	Diesel	First Owner	600000
4142	Skoda	80000	Diesel	Second Owner	290000
4143	Chevrolet	80000	Diesel	Second Owner	430000
4144	Hyundai	19000	Petrol	First Owner	575000
4145	Hyundai	42000	Petrol	First Owner	875000
